customer_id,age,income,spending_score,membership_years,region,churn
931,34,66360,20,14,North,0
932,52,7894,94,10,East,0
933,72,100464,9,9,East,0
934,47,56587,76,11,South,0
935,65,47973,30,4,North,0
936,27,78677,78,8,West,0
937,51,50589,56,8,South,0
938,55,34534,59,0,South,0
939,25,77975,27,13,North,0
940,57,44905,66,13,South,0
941,57,41358,31,9,South,0
942,20,41784,9,8,West,1
943,28,67882,78,4,South,0
944,64,47752,61,13,North,0
945,57,64397,78,12,South,0
946,62,16743,94,2,North,0
947,32,40713,93,0,North,0
948,62,78681,86,4,South,0
949,62,29411,20,8,West,0
950,22,36267,23,1,West,1
951,21,69009,62,11,South,0
952,59,54188,68,1,South,1
953,56,43285,91,1,South,0
954,59,93055,77,7,West,0
955,61,65500,74,1,North,0
956,56,50298,38,10,North,0
957,47,30669,20,12,South,0
958,18,53142,38,12,South,0
959,48,37444,69,5,West,0
960,54,83630,31,5,East,0
961,50,69333,65,1,South,0
962,45,87343,30,4,East,0
963,31,51378,93,13,West,0
964,50,71111,69,12,South,1
965,74,66936,89,1,West,1
966,50,77230,75,3,West,1
967,72,29414,51,7,West,0
968,60,46878,7,4,North,0
969,42,68610,78,10,North,0
970,37,90186,21,4,West,0
971,57,58265,10,10,East,0
972,66,43149,84,10,South,0
973,42,92713,57,9,East,1
974,41,47608,96,6,North,0
975,45,59536,73,0,East,1
976,49,66623,80,11,East,1
977,56,24585,74,7,West,1
978,35,72407,69,8,West,0
979,29,71393,29,4,South,0
980,53,45187,5,4,South,0
981,43,55236,41,9,North,1
982,68,65412,95,7,East,0
983,43,56280,93,9,South,0
984,38,33690,51,4,East,1
985,20,70504,67,11,South,0
986,42,46375,65,14,South,0
987,58,63077,10,10,South,0
988,35,58156,42,7,West,0
989,27,89262,70,8,West,0
990,73,52189,26,6,West,1
991,61,59324,27,13,North,1
992,42,51364,23,14,North,0
993,19,56264,15,8,South,0
994,49,50372,51,3,East,0
995,26,61000,9,13,West,0
996,58,95766,82,12,East,0
997,68,50387,40,13,South,0
998,55,36774,25,6,South,0
999,50,54472,14,5,North,1
1000,38,63041,9,0,North,1
1001,35,23845,83,7,East,1
1002,32,56201,70,10,East,0
1003,19,63781,65,7,South,1
1004,42,35061,65,12,North,0
1005,25,79656,42,14,East,0
1006,71,58919,87,0,West,0
1007,37,76212,67,9,South,0
1008,30,66071,58,9,South,0
1009,64,55395,22,3,East,0
1010,46,55116,99,0,North,1
1011,72,84633,64,5,South,1
1012,45,27870,19,7,West,1
1013,22,42902,72,10,North,1
1014,70,58513,2,10,South,0
1015,57,52535,48,2,West,0
1016,20,28164,75,13,South,0
1017,67,71678,33,0,North,0
1018,40,73866,95,8,South,1
1019,49,52243,60,12,West,0
1020,18,38558,10,1,East,0
1021,22,34847,47,0,West,1
1022,37,52312,42,14,East,0
1023,35,37810,78,1,North,0
1024,50,71795,21,9,South,0
1025,32,10483,40,0,East,0
1026,39,40233,27,11,West,0
1027,57,66286,95,0,South,0
1028,60,58449,99,1,East,1
1029,30,56306,66,6,South,0
1030,28,37251,20,10,West,0
1031,51,58262,85,4,North,0
1032,56,58804,40,10,North,0
1033,52,90125,64,9,East,0
1034,53,50455,74,13,North,1
1035,43,43023,3,6,South,1
1036,34,114826,49,2,West,1
1037,68,46461,24,3,North,0
1038,45,17081,41,8,West,0
1039,51,38876,1,2,South,0
1040,49,61803,64,4,North,1
1041,37,54814,80,6,North,0
1042,60,106024,95,1,East,0
1043,41,46796,7,3,West,0
1044,34,37531,62,4,South,0
1045,21,32812,67,1,West,0
1046,60,40909,62,3,West,0
1047,34,65082,70,9,East,0
1048,23,82054,75,5,North,0
1049,21,45990,20,11,South,0
1050,62,69562,61,1,East,1
1051,23,52657,75,13,East,0
1052,59,36362,24,0,East,1
1053,31,70242,20,7,West,0
1054,58,56002,43,8,East,0
1055,59,48942,18,4,West,0
1056,70,79313,65,0,West,0
1057,39,73821,13,11,West,0
1058,72,63148,63,6,East,1
1059,64,41131,2,3,East,0
1060,54,71281,51,13,East,0
1061,44,69219,6,4,West,0
1062,59,46905,17,7,East,0
1063,37,45235,86,2,North,0
1064,39,51253,55,8,South,0
1065,53,64897,30,11,North,1
1066,34,61357,63,7,South,0
1067,68,36733,74,3,West,1
1068,20,80133,18,1,East,0
1069,42,85554,89,6,North,1
1070,66,30517,41,2,West,0
1071,74,47848,20,12,North,0
1072,23,96937,82,0,West,0
1073,54,26055,60,12,West,0
1074,18,61116,62,5,South,1
1075,51,69617,88,11,North,0
1076,58,57816,89,14,West,0
1077,47,28788,86,7,East,0
1078,18,44379,24,4,South,0
1079,69,40756,74,8,East,0
1080,47,73813,23,11,North,1
1081,50,26862,46,13,West,0
1082,35,77318,7,4,West,0
1083,36,78220,37,10,South,1
1084,55,65308,25,12,West,1
1085,19,48518,28,6,South,1
1086,47,48105,89,0,East,0
1087,73,66473,59,10,South,1
1088,25,55889,23,2,West,0
1089,21,63368,25,13,West,0
1090,32,74207,97,6,West,0
1091,39,48119,78,10,West,0
1092,72,106283,22,10,West,1
1093,44,77435,55,0,West,0
1094,29,57669,98,14,South,0
1095,29,47097,98,4,North,0
1096,22,102333,76,11,North,1
1097,35,42129,16,4,South,0
1098,59,24087,68,13,North,0
1099,64,74792,73,7,South,0
1100,43,80984,22,3,West,0
1101,53,49184,52,4,West,0
1102,47,58821,22,5,West,1
1103,70,33373,65,5,East,1
1104,34,52094,41,1,South,1
1105,22,33278,55,6,East,1
1106,65,92457,33,11,North,0
1107,51,82688,92,0,West,1
1108,23,44249,32,13,East,0
1109,19,67413,78,9,South,1
1110,23,46694,74,12,North,1
1111,21,46222,58,9,North,0
1112,62,52084,81,9,East,1
1113,64,69936,70,1,West,0
1114,74,52936,23,5,South,1
1115,72,7068,69,10,South,0
1116,69,58304,67,2,South,0
1117,41,43900,91,12,North,0
1118,23,26446,61,3,South,1
1119,30,75077,1,6,South,0
1120,45,42395,67,10,North,0
1121,29,70487,66,6,North,0
1122,71,64295,40,9,West,0
1123,39,49450,7,9,North,0
1124,44,41026,58,1,South,0
1125,35,12769,66,0,South,0
1126,61,82155,15,5,North,0
1127,39,71607,50,1,North,0
1128,49,69267,37,5,West,0
1129,59,50817,69,7,West,0
1130,74,67735,8,7,South,0
1131,66,39427,33,11,North,0
1132,37,48238,22,12,West,0
1133,66,49146,81,12,East,0
1134,18,47726,59,0,South,0
1135,68,38073,58,9,West,0
1136,18,37178,11,14,East,0
1137,72,73540,68,9,West,0
1138,67,65195,1,5,North,0
1139,74,36017,49,0,West,0
1140,38,87696,88,8,North,0
1141,50,56351,93,11,North,1
1142,41,42985,87,1,East,0
1143,45,35552,19,8,North,0
1144,74,78543,88,11,East,0
1145,38,64479,20,11,North,0
1146,56,77607,44,0,East,1
1147,42,44433,11,7,West,0
1148,41,46978,12,12,West,0
1149,30,81288,53,9,East,0
1150,35,46279,92,1,North,0
1151,19,69376,20,8,West,0
1152,74,29700,22,9,East,0
1153,27,67385,43,11,North,0
1154,73,45689,10,12,West,0
1155,21,86130,7,6,North,0
1156,37,33568,86,0,East,0
1157,33,58463,73,8,West,0
1158,66,60883,31,4,North,0
1159,51,65058,1,5,North,0
1160,32,65344,76,8,North,0
1161,31,62034,35,1,East,0
1162,56,64988,19,8,West,0
1163,48,57056,62,0,West,1
1164,39,24244,42,4,South,0
1165,53,44983,17,6,South,0
1166,71,25594,16,7,North,0
1167,73,55635,54,9,East,1
1168,37,56930,72,14,South,1
1169,36,84549,80,0,West,1
1170,60,64896,36,5,North,0
1171,35,63283,99,13,North,1
1172,50,41802,50,7,South,0
1173,73,26689,53,3,North,0
1174,46,25989,92,10,East,0
1175,39,73946,19,13,South,0
1176,24,21711,63,13,North,0
1177,25,76779,22,1,East,1
1178,48,99442,35,12,South,0
1179,67,84300,6,9,East,0
1180,72,45846,29,5,West,1
1181,40,65884,4,6,East,0
1182,62,54861,70,0,West,0
1183,39,43468,16,5,East,0
1184,74,53706,24,7,West,1
1185,39,61198,78,12,West,1
1186,53,61561,10,11,South,0
1187,39,61778,7,1,North,0
1188,33,79294,92,6,South,0
1189,20,69217,33,10,North,0
1190,53,51715,84,14,South,0
1191,69,55979,17,7,North,0
1192,37,38172,45,7,North,0
1193,50,76559,2,2,East,0
1194,27,73949,31,7,East,0
1195,52,80954,95,7,North,0
1196,65,53505,91,13,South,0
1197,65,65801,92,13,East,0
1198,50,36059,21,3,West,0
1199,32,39799,30,9,South,0
1200,35,56973,7,10,North,1
1201,36,50735,55,6,East,1
1202,45,75965,11,0,North,0
1203,52,77435,55,14,South,1
1204,65,39139,13,0,East,0
1205,23,63256,83,10,South,0
1206,25,64938,47,13,East,0
1207,60,71810,51,13,East,1
1208,31,74982,93,7,West,1
1209,36,64840,71,0,East,1
1210,65,35455,37,7,North,1
1211,33,71328,78,4,South,0
1212,18,76271,43,14,North,0
1213,68,67558,94,11,East,0
1214,22,58034,9,11,East,1
1215,49,46515,32,13,West,1
1216,69,61621,97,12,South,1
1217,31,33767,29,9,North,0
1218,18,67947,94,2,North,0
1219,42,32015,63,12,East,0
1220,43,74039,91,5,South,1
1221,74,47462,13,2,South,1
1222,67,38804,37,2,East,0
1223,50,36543,73,8,South,0
1224,49,89205,1,6,North,1
1225,62,59729,94,2,North,0
1226,18,34430,15,3,South,0
1227,29,79793,20,13,East,1
1228,73,56794,34,1,West,0
1229,69,45707,59,12,North,0
1230,49,31474,4,13,East,0
1231,59,26134,91,1,West,0
1232,63,50210,92,10,North,0
1233,54,84804,88,3,West,0
1234,58,54509,19,13,South,0
1235,22,68646,60,0,East,0
1236,48,71639,1,7,North,0
1237,63,18664,62,12,North,0
1238,53,29628,36,5,West,0
1239,58,51700,53,6,East,0
1240,30,25533,15,10,North,1
1241,50,61982,91,6,South,0
1242,63,29826,46,8,North,0
1243,50,64383,37,1,North,0
1244,28,30717,56,14,West,1
1245,36,74087,90,4,South,0
1246,19,18571,27,3,East,0
1247,29,63663,94,3,East,1
1248,67,68626,35,2,South,0
1249,41,63093,61,3,South,0
1250,18,45009,10,12,East,1
1251,57,55738,24,8,West,0
1252,24,23057,35,3,East,1
1253,32,66764,11,4,East,0
1254,20,49366,96,7,North,0
1255,51,39621,77,11,West,0
1256,48,40161,70,13,North,0
1257,40,63083,52,10,North,0
1258,40,19280,20,11,East,1
1259,23,73749,74,14,East,0
1260,56,40248,49,0,South,0
1261,38,72587,42,8,East,1
1262,34,99169,99,5,West,0
1263,59,48612,90,5,South,1
1264,63,75681,85,3,East,0
1265,23,34499,83,2,North,0
1266,69,28521,76,4,South,0
1267,18,46219,43,6,West,1
1268,20,72811,91,1,South,0
1269,69,42970,12,0,South,1
1270,46,42713,25,6,South,0
1271,70,33064,51,1,West,0
1272,59,45999,83,2,North,1
1273,52,23375,51,5,East,0
1274,29,73997,46,11,West,0
1275,47,45538,43,11,West,0
1276,23,86847,66,4,East,0
1277,45,40496,17,6,East,0
1278,70,59584,8,13,West,0
1279,50,62486,34,1,East,1
1280,57,49012,82,3,East,0
1281,40,47459,97,13,West,0
1282,44,86177,66,8,South,0
1283,71,37099,30,10,North,0
1284,55,42405,15,8,South,0
1285,61,86769,22,5,East,0
1286,19,70376,10,1,North,0
1287,72,58613,2,0,North,0
1288,33,34880,29,13,West,0
1289,48,77889,53,8,East,0
1290,70,66423,92,1,South,0
1291,66,80693,23,11,South,1
1292,25,59649,77,9,East,0
1293,73,90892,68,2,West,0
1294,33,65374,59,14,West,0
1295,31,55811,70,6,East,0
1296,50,47326,35,12,North,1
1297,44,52660,33,7,West,1
1298,36,43612,78,1,North,0
1299,48,37061,85,3,South,0
1300,70,20729,43,4,North,1
1301,58,63118,71,4,East,0
1302,63,59462,77,3,West,0
1303,21,35206,62,14,South,0
1304,59,70455,97,3,East,0
1305,35,44270,41,4,West,1
1306,57,57474,69,5,North,0
1307,61,91053,24,13,South,0
1308,19,40622,30,7,East,0
1309,42,52555,91,2,South,0
1310,35,64248,12,10,West,0
1311,36,45497,5,5,North,0
1312,58,62903,45,1,South,1
1313,26,73373,30,2,East,0
1314,43,64021,81,5,South,0
1315,44,36673,57,6,West,0
1316,43,63816,52,3,East,0
1317,30,50329,51,0,West,0
1318,27,65178,9,10,North,0
1319,50,67655,46,3,East,1
1320,32,53934,4,7,North,0
1321,45,52115,84,4,West,0
1322,47,62143,2,13,North,0
1323,69,40210,78,6,East,0
1324,62,55758,78,11,East,0
1325,63,67459,10,10,West,0
1326,68,62342,88,0,East,0
1327,47,26213,93,13,South,1
1328,60,74292,73,8,South,0
1329,25,84712,99,12,North,0
1330,53,42106,66,9,South,0
1331,57,32464,56,10,South,1
1332,58,55782,81,10,South,1
1333,37,37935,75,11,North,0
1334,53,48042,35,1,West,0
1335,73,76908,5,10,North,0
1336,55,33911,30,6,South,0
1337,28,56841,73,4,North,0
1338,49,62975,9,3,West,0
1339,70,28901,61,3,East,0
1340,24,14128,80,7,West,0
1341,36,28324,73,10,West,0
1342,31,57207,53,1,East,0
1343,42,64615,49,8,South,0
1344,57,45021,63,9,South,0
1345,46,72738,11,5,East,0
1346,68,53800,45,3,South,0
1347,55,93215,82,1,West,1
1348,28,42959,18,3,North,0
1349,55,58688,39,10,South,0
1350,32,81598,73,14,South,0
1351,48,59796,30,13,West,0
1352,27,56279,26,0,North,1
1353,31,43467,8,0,East,1
1354,67,43514,23,7,West,0
1355,40,83396,61,3,East,1
1356,56,47157,47,12,South,0
1357,43,37900,59,4,East,0
1358,49,76956,68,12,West,0
1359,60,54680,25,11,North,0
1360,56,-826,48,6,East,1
1361,25,48928,39,6,East,0
1362,37,61474,89,10,East,0
1363,64,84513,32,1,East,0
1364,49,66283,62,5,South,0
1365,42,56466,11,12,South,0
1366,51,45495,65,2,East,0
1367,38,36039,54,7,West,0
1368,19,80759,3,8,North,0
1369,27,46284,15,0,East,0
1370,56,59552,61,14,North,0
1371,57,37830,74,11,South,1
1372,56,65069,35,10,South,1
1373,72,37012,21,3,North,0
1374,32,46411,85,13,South,1
1375,40,62406,99,6,North,0
1376,18,58533,43,14,West,0
1377,46,13539,99,0,East,1
1378,63,63268,9,0,East,0
1379,46,54136,95,8,East,0
1380,44,67122,52,12,West,1
1381,27,49063,57,12,West,0
1382,26,72973,40,2,East,0
1383,64,22122,20,7,North,0
1384,73,42511,74,9,East,0
1385,22,50458,62,5,East,0
1386,48,32056,28,0,South,0
1387,38,31219,81,14,South,0
1388,34,37824,1,6,South,0
1389,71,76232,64,4,West,1
1390,18,26320,40,11,South,0
1391,49,81624,87,14,South,0
1392,21,59412,14,4,South,1
1393,59,47629,56,5,West,0
1394,38,51441,16,11,East,1
1395,70,73270,87,14,North,0
1396,20,61257,89,14,West,0
1397,38,51284,86,8,East,1
1398,29,57534,64,0,West,0
1399,26,82679,16,6,East,0
1400,26,34563,41,0,West,0
1401,52,28964,90,14,East,1
1402,55,50683,60,13,West,0
1403,68,65846,58,7,West,0
1404,70,58774,50,1,North,0
1405,37,62528,96,14,West,1
1406,25,67673,82,10,North,0
1407,56,50716,36,14,South,0
1408,26,39565,27,10,South,0
1409,48,48627,84,9,West,1
1410,54,54294,74,14,South,1
1411,36,10744,91,12,East,0
1412,37,90711,9,11,East,0
1413,23,92054,78,13,West,0
1414,33,28647,90,2,West,0
1415,34,73299,60,13,North,0
1416,72,35205,95,8,East,0
1417,32,60670,9,0,South,0
1418,69,64505,7,12,South,0
1419,25,41205,38,6,South,0
1420,71,60078,58,14,South,0
1421,53,71756,90,13,South,1
1422,26,50176,4,3,West,1
1423,62,27490,17,7,East,0
1424,19,64953,24,8,East,0
1425,58,37550,96,2,South,0
1426,33,57705,30,6,West,0
1427,29,38524,79,13,South,0
1428,64,38353,48,8,North,0
1429,48,75464,8,9,South,0
1430,26,49303,88,10,South,1
1431,58,38099,12,13,South,1
1432,70,58843,10,10,South,1
1433,68,25592,77,2,South,1
1434,61,72534,73,13,East,0
1435,44,48972,69,5,North,1
1436,39,54156,60,7,North,1
1437,19,76703,37,6,West,0
1438,73,51862,34,13,South,0
1439,66,45602,14,2,North,0
1440,63,51876,69,12,South,0
1441,21,71743,73,10,South,0
1442,30,48939,73,1,East,0
1443,53,86322,49,1,East,0
1444,36,39776,35,5,West,0
1445,26,50769,89,1,South,1
1446,58,47257,74,7,South,0
1447,56,33013,76,3,East,0
1448,68,47260,2,12,West,0
1449,49,65264,36,5,East,0
1450,56,29031,5,1,East,0
1451,64,54520,87,7,South,0
1452,42,38302,35,4,North,0
1453,67,64620,87,13,North,0
1454,74,35985,68,5,South,0
1455,37,58542,86,12,South,0
1456,38,58461,9,13,East,0
1457,40,73224,70,2,East,0
1458,52,30370,54,6,North,1
1459,23,56777,39,14,East,0
1460,27,43565,83,8,South,1
1461,29,80137,72,4,North,0
1462,19,48219,66,14,North,0
1463,31,72819,64,9,North,1
1464,34,76252,83,13,West,0
1465,36,56694,94,2,West,1
1466,67,13128,36,11,West,0
1467,36,30105,48,7,North,0
1468,46,65760,27,7,East,0
1469,30,15915,92,4,West,0
1470,26,58280,26,11,West,0
1471,69,76979,56,14,North,0
1472,19,82475,79,5,South,1
1473,53,68554,88,1,South,0
1474,40,33425,19,12,South,0
1475,41,44323,99,9,South,0
1476,35,27914,6,11,North,1
1477,33,56628,72,3,West,0
1478,69,36723,69,11,East,1
1479,64,65755,78,4,East,0
1480,42,70630,5,5,East,0
1481,33,69211,32,11,South,0
1482,19,37493,17,1,North,0
1483,59,56496,43,10,West,0
1484,67,19684,26,10,West,1
1485,56,56977,15,8,West,0
1486,71,78294,91,8,South,0
1487,66,58179,95,0,East,0
1488,25,47279,64,0,East,0
1489,20,39312,2,1,West,0
1490,38,30067,92,7,South,0
1491,70,48982,61,1,South,0
1492,53,46460,96,4,East,0
1493,36,49575,75,1,West,1
1494,68,71124,82,4,South,0
1495,63,49483,26,3,East,0
1496,29,59082,2,1,West,0
1497,36,89381,16,11,North,0
1498,67,51597,47,8,South,1
1499,35,42131,42,0,West,0
1500,61,73009,95,11,West,1
